UDI,PRODUCT_ID,TYPE,AIR_TEMPERATURE_K,PROCESS_TEMPERATURE,ROTATIONAL_SPEED_RPM,TORQUE_NM,TOOL_WEAR_MIN,MACHINE_FAILURE,TWF,HDF,PWF,OSF,RNF
2872,M17731,M,301,310,1536,37,19,0,0,0,0,0,0
2873,L50052,L,301,310,1680,29,22,0,0,0,0,0,0
2874,H32287,H,301,309,1555,38,24,0,0,0,0,0,0
2875,L50054,L,301,310,1471,50,29,0,0,0,0,0,0
2876,M17735,M,301,309,1877,24,31,0,0,0,0,0,0
2877,M17736,M,301,309,1578,31,34,0,0,0,0,0,0
2878,M17737,M,301,309,1655,32,37,0,0,0,0,0,0
2879,H32292,H,301,309,1502,34,40,0,0,0,0,0,0
2880,M17739,M,301,309,1367,63,45,1,0,0,1,0,0
2881,L50060,L,301,310,1541,37,48,0,0,0,0,0,0
2882,M17741,M,301,310,1588,37,50,0,0,0,0,0,0
2883,L50062,L,301,310,1684,33,53,0,0,0,0,0,0
2884,L50063,L,301,310,1437,40,55,0,0,0,0,0,0
2885,L50064,L,301,310,1409,42,57,0,0,0,0,0,0
2886,M17745,M,301,310,1320,50,59,0,0,0,0,0,0
2887,H32300,H,301,310,1635,34,62,0,0,0,0,0,0
2888,M17747,M,301,310,1691,28,67,0,0,0,0,0,0
2889,M17748,M,301,310,1365,50,70,0,0,0,0,0,0
2890,M17749,M,301,310,1523,38,73,0,0,0,0,0,0
2891,L50070,L,301,310,1593,32,76,0,0,0,0,0,0
2892,L50071,L,301,310,1682,31,78,0,0,0,0,0,0
2893,L50072,L,301,310,1329,54,80,0,0,0,0,0,0
2894,M17753,M,301,310,1568,35,82,0,0,0,0,0,0
2895,L50074,L,301,310,1733,25,85,0,0,0,0,0,0
2896,M17755,M,301,310,1473,48,87,0,0,0,0,0,0
2897,M17756,M,301,310,1633,31,90,0,0,0,0,0,0
2898,M17757,M,301,310,1530,40,93,0,0,0,0,0,0
2899,M17758,M,301,310,1550,40,96,0,0,0,0,0,0
2900,L50079,L,301,309,1410,41,99,0,0,0,0,0,0
2901,L50080,L,301,309,1574,34,101,0,0,0,0,0,0
2902,L50081,L,301,309,1425,40,103,0,0,0,0,0,0
2903,M17762,M,301,309,1541,35,105,0,0,0,0,0,0
2904,M17763,M,301,310,1733,27,108,0,0,0,0,0,0
2905,L50084,L,301,309,2496,14,111,0,0,0,0,0,0
2906,L50085,L,301,309,1552,36,113,0,0,0,0,0,0
2907,L50086,L,301,309,1409,39,115,0,0,0,0,0,0
2908,M17767,M,301,309,1581,36,117,0,0,0,0,0,0
2909,L50088,L,301,310,1251,60,120,0,0,0,0,0,0
2910,L50089,L,301,310,1500,44,122,0,0,0,0,0,0
2911,L50090,L,301,310,1576,39,124,0,0,0,0,0,0
2912,M17771,M,301,310,1352,44,126,0,0,0,0,0,0
2913,L50092,L,301,310,1661,30,129,0,0,0,0,0,0
2914,L50093,L,301,310,1541,35,131,0,0,0,0,0,0
2915,H32328,H,301,310,1888,21,133,0,0,0,0,0,0
2916,L50095,L,301,310,1255,62,138,0,0,0,0,0,0
2917,L50096,L,301,310,1411,42,140,0,0,0,0,0,0
2918,L50097,L,301,310,1516,39,142,0,0,0,0,0,0
2919,M17778,M,301,310,1492,34,144,0,0,0,0,0,0
2920,L50099,L,301,310,1726,30,147,0,0,0,0,0,0
2921,L50100,L,301,310,1598,34,149,0,0,0,0,0,0
2922,L50101,L,301,310,1657,31,151,0,0,0,0,0,0
2923,L50102,L,301,310,1481,38,153,0,0,0,0,0,0
2924,M17783,M,301,310,1397,51,155,0,0,0,0,0,0
2925,L50104,L,301,310,1461,44,158,0,0,0,0,0,0
2926,M17785,M,301,310,1388,51,160,0,0,0,0,0,0
2927,L50106,L,301,310,1507,52,163,0,0,0,0,0,0
2928,M17787,M,301,310,1421,50,165,0,0,0,0,0,0
2929,M17788,M,301,310,1258,55,168,0,0,0,0,0,0
2930,M17789,M,301,310,1482,39,171,0,0,0,0,0,0
2931,H32344,H,301,310,1403,51,174,0,0,0,0,0,0
2932,L50111,L,301,310,1373,45,179,0,0,0,0,0,0
2933,L50112,L,301,310,1460,42,181,0,0,0,0,0,0
2934,M17793,M,301,310,1751,28,183,0,0,0,0,0,0
2935,M17794,M,301,310,1546,42,186,0,0,0,0,0,0
2936,M17795,M,301,310,1680,28,189,0,0,0,0,0,0
2937,M17796,M,301,310,1394,49,192,0,0,0,0,0,0
2938,L50117,L,301,310,1810,26,195,0,0,0,0,0,0
2939,L50118,L,301,310,1479,35,197,0,0,0,0,0,0
2940,L50119,L,301,310,1431,41,199,0,0,0,0,0,0
2941,L50120,L,301,310,2355,14,201,0,0,0,0,0,0
2942,M17801,M,301,310,1996,20,203,1,1,0,0,0,0
2943,L50122,L,301,310,1461,50,0,0,0,0,0,0,0
2944,H32357,H,301,310,2007,20,2,0,0,0,0,0,0
2945,L50124,L,301,310,1505,35,7,0,0,0,0,0,0
2946,H32359,H,301,310,1925,21,9,0,0,0,0,0,0
2947,M17806,M,301,310,1622,31,14,0,0,0,0,0,0
2948,L50127,L,301,310,1592,29,17,0,0,0,0,0,0
2949,L50128,L,301,310,1850,25,19,0,0,0,0,0,0
2950,M17809,M,301,310,1470,49,21,0,0,0,0,0,0
2951,M17810,M,301,310,1445,46,24,0,0,0,0,0,0
2952,L50131,L,301,310,1685,31,27,0,0,0,0,0,0
2953,H32366,H,301,310,1667,31,29,0,0,0,0,0,0
2954,L50133,L,301,310,1578,35,34,0,0,0,0,0,0
2955,H32368,H,301,309,1691,28,36,0,0,0,0,0,0
2956,M17815,M,301,310,1439,44,41,0,0,0,0,0,0
2957,M17816,M,301,310,1404,39,44,0,0,0,0,0,0
2958,L50137,L,301,310,1498,46,47,0,0,0,0,0,0
2959,M17818,M,301,310,1481,45,49,0,0,0,0,0,0
2960,M17819,M,301,309,1589,35,52,0,0,0,0,0,0
2961,L50140,L,301,310,1467,44,55,0,0,0,0,0,0
2962,L50141,L,301,309,1654,33,57,0,0,0,0,0,0
2963,L50142,L,301,310,1508,40,59,0,0,0,0,0,0
2964,M17823,M,301,310,1439,43,61,0,0,0,0,0,0
2965,L50144,L,301,310,1692,30,64,0,0,0,0,0,0
2966,M17825,M,301,310,1838,25,66,0,0,0,0,0,0
2967,L50146,L,301,309,1601,40,69,0,0,0,0,0,0
2968,L50147,L,301,309,1369,52,71,0,0,0,0,0,0
2969,M17828,M,301,309,1312,45,73,0,0,0,0,0,0
2970,L50149,L,301,309,1468,44,76,0,0,0,0,0,0
2971,M17830,M,301,309,1452,39,78,0,0,0,0,0,0
2972,M17831,M,301,310,1393,44,81,0,0,0,0,0,0
2973,M17832,M,301,309,1432,44,84,0,0,0,0,0,0
2974,M17833,M,301,309,1510,46,87,0,0,0,0,0,0
2975,M17834,M,301,309,1521,37,90,0,0,0,0,0,0
2976,H32389,H,301,309,1360,46,93,0,0,0,0,0,0
2977,M17836,M,301,309,1881,26,98,0,0,0,0,0,0
2978,L50157,L,300,309,1413,50,101,0,0,0,0,0,0
2979,H32392,H,301,309,1642,36,103,0,0,0,0,0,0
2980,L50159,L,301,310,1542,39,108,0,0,0,0,0,0
2981,L50160,L,300,310,1447,39,110,0,0,0,0,0,0
2982,H32395,H,300,309,1530,40,112,0,0,0,0,0,0
2983,L50162,L,301,310,1795,28,117,0,0,0,0,0,0
2984,L50163,L,301,310,1290,57,119,0,0,0,0,0,0
2985,L50164,L,301,310,1639,30,121,0,0,0,0,0,0
2986,L50165,L,301,310,1596,32,123,0,0,0,0,0,0
2987,L50166,L,301,310,1455,48,125,0,0,0,0,0,0
2988,M17847,M,301,310,1659,29,127,0,0,0,0,0,0
2989,M17848,M,301,310,1532,43,130,0,0,0,0,0,0
2990,L50169,L,301,310,1502,42,133,0,0,0,0,0,0
2991,L50170,L,301,310,1688,29,135,0,0,0,0,0,0
2992,M17851,M,301,310,1341,51,137,0,0,0,0,0,0
2993,M17852,M,301,310,1685,29,140,0,0,0,0,0,0
2994,M17853,M,301,310,1370,56,143,0,0,0,0,0,0
2995,L50174,L,301,310,1461,53,146,0,0,0,0,0,0
2996,L50175,L,301,310,1550,37,148,0,0,0,0,0,0
2997,M17856,M,301,310,1508,38,150,0,0,0,0,0,0
2998,L50177,L,301,310,1345,63,153,0,0,0,0,0,0
2999,L50178,L,301,310,1616,35,155,0,0,0,0,0,0
3000,L50179,L,301,310,1395,61,157,0,0,0,0,0,0
3001,H32414,H,301,310,1324,73,159,1,0,0,1,0,0
3002,L50181,L,301,310,1445,44,164,0,0,0,0,0,0
3003,M17862,M,301,310,1555,39,166,0,0,0,0,0,0
3004,M17863,M,301,310,1449,42,169,0,0,0,0,0,0
3005,M17864,M,301,310,1466,53,172,0,0,0,0,0,0
3006,L50185,L,301,310,1503,37,175,0,0,0,0,0,0
3007,L50186,L,300,310,1488,36,177,0,0,0,0,0,0
3008,L50187,L,300,310,1314,50,179,0,0,0,0,0,0
3009,M17868,M,300,310,1547,38,181,0,0,0,0,0,0
3010,M17869,M,300,310,1466,40,184,0,0,0,0,0,0
3011,L50190,L,300,310,1537,37,187,0,0,0,0,0,0
3012,M17871,M,300,310,1434,52,189,0,0,0,0,0,0
3013,L50192,L,300,310,1432,45,192,0,0,0,0,0,0
3014,L50193,L,301,310,1390,48,194,0,0,0,0,0,0
3015,L50194,L,301,310,1580,43,196,0,0,0,0,0,0
3016,L50195,L,301,310,1589,31,198,0,0,0,0,0,0
3017,L50196,L,301,310,1441,49,200,0,0,0,0,0,0
3018,L50197,L,301,310,1305,52,202,0,0,0,0,0,0
3019,M17878,M,301,310,1566,36,204,0,0,0,0,0,0
3020,L50199,L,301,310,1379,54,207,1,0,0,0,1,0
3021,L50200,L,300,310,1543,38,209,0,0,0,0,0,0
3022,L50201,L,301,310,1421,50,211,0,0,0,0,0,0
3023,L50202,L,301,310,1760,31,213,0,0,0,0,0,0
3024,L50203,L,300,310,1711,29,215,0,0,0,0,0,0
3025,L50204,L,301,310,1465,42,217,0,0,0,0,0,0
3026,L50205,L,301,310,1366,50,219,0,0,0,0,0,0
3027,M17886,M,300,310,1888,22,221,0,0,0,0,0,0
3028,L50207,L,301,310,1777,24,0,0,0,0,0,0,0
3029,L50208,L,301,310,1379,56,2,0,0,0,0,0,0
3030,L50209,L,300,310,1525,51,4,0,0,0,0,0,0
3031,M17890,M,300,310,1563,34,6,0,0,0,0,0,0
3032,M17891,M,301,310,1389,43,9,0,0,0,0,0,0
3033,M17892,M,301,310,1447,43,12,0,0,0,0,0,0
3034,M17893,M,301,310,1934,23,15,0,0,0,0,0,0
3035,H32448,H,301,310,1470,44,18,0,0,0,0,0,0
3036,M17895,M,301,310,1428,43,23,0,0,0,0,0,0
3037,L50216,L,300,310,1319,48,26,0,0,0,0,0,0
3038,L50217,L,301,310,1887,24,28,0,0,0,0,0,0
3039,L50218,L,300,310,1349,50,30,0,0,0,0,0,0
3040,M17899,M,300,310,1665,31,32,0,0,0,0,0,0
3041,L50220,L,300,310,1474,39,35,0,0,0,0,0,0
3042,L50221,L,300,310,1543,39,37,0,0,0,0,0,0
3043,M17902,M,300,309,1459,44,39,0,0,0,0,0,0
3044,L50223,L,300,310,1551,38,42,0,0,0,0,0,0
3045,L50224,L,300,309,1981,21,44,0,0,0,0,0,0
3046,L50225,L,300,309,1526,35,46,0,0,0,0,0,0
3047,M17906,M,300,309,1501,40,48,0,0,0,0,0,0
3048,L50227,L,300,309,1558,38,51,0,0,0,0,0,0
3049,L50228,L,300,309,1532,43,53,0,0,0,0,0,0
3050,L50229,L,300,309,1326,56,55,0,0,0,0,0,0
3051,L50230,L,300,309,1431,51,57,0,0,0,0,0,0
3052,L50231,L,300,309,1366,49,59,0,0,0,0,0,0
3053,L50232,L,300,309,1421,43,61,0,0,0,0,0,0
3054,H32467,H,300,309,1506,36,63,0,0,0,0,0,0
3055,H32468,H,300,309,1342,49,68,0,0,0,0,0,0
3056,L50235,L,300,309,1427,38,73,0,0,0,0,0,0
3057,L50236,L,300,309,1667,30,75,0,0,0,0,0,0
3058,L50237,L,300,309,1400,47,77,0,0,0,0,0,0
3059,L50238,L,300,309,1709,32,79,0,0,0,0,0,0
3060,M17919,M,300,309,1368,46,81,0,0,0,0,0,0
3061,L50240,L,300,309,1882,24,84,0,0,0,0,0,0
3062,L50241,L,300,309,1353,59,86,0,0,0,0,0,0
3063,L50242,L,300,309,1553,40,88,0,0,0,0,0,0
3064,L50243,L,300,309,1431,45,90,0,0,0,0,0,0
3065,M17924,M,300,309,1731,30,92,0,0,0,0,0,0
3066,M17925,M,300,309,1687,28,95,0,0,0,0,0,1
3067,M17926,M,300,309,1457,44,98,0,0,0,0,0,0
3068,L50247,L,300,309,1533,37,101,0,0,0,0,0,0
3069,H32482,H,300,309,1622,32,103,0,0,0,0,0,0
3070,L50249,L,300,309,1791,28,108,0,0,0,0,0,0
3071,L50250,L,300,309,1631,28,110,0,0,0,0,0,0
3072,L50251,L,300,309,2174,17,112,0,0,0,0,0,0
3073,L50252,L,300,309,1314,58,114,0,0,0,0,0,0
3074,L50253,L,300,309,1478,47,116,0,0,0,0,0,0
3075,L50254,L,300,309,1783,27,118,0,0,0,0,0,0
3076,M17935,M,300,309,1385,46,120,0,0,0,0,0,0
3077,L50256,L,300,309,1444,44,123,0,0,0,0,0,0
3078,L50257,L,300,309,1841,23,125,0,0,0,0,0,0
3079,M17938,M,300,309,1349,56,127,0,0,0,0,0,0
3080,L50259,L,300,309,1340,56,130,0,0,0,0,0,0
3081,M17940,M,300,309,1539,43,132,0,0,0,0,0,0
3082,M17941,M,300,309,1932,22,135,0,0,0,0,0,0
3083,M17942,M,300,309,1407,44,138,0,0,0,0,0,0
3084,L50263,L,300,309,1712,29,141,0,0,0,0,0,0
3085,H32498,H,300,309,1329,55,143,0,0,0,0,0,0
3086,L50265,L,300,309,1441,43,148,0,0,0,0,0,0
3087,L50266,L,300,309,1610,32,150,0,0,0,0,0,0
3088,M17947,M,300,309,1474,45,152,0,0,0,0,0,0
3089,M17948,M,300,309,1624,31,155,0,0,0,0,0,0
3090,H32503,H,300,309,1520,38,158,0,0,0,0,0,0
3091,H32504,H,300,309,1448,46,163,0,0,0,0,0,0
3092,L50271,L,300,309,1558,30,168,0,0,0,0,0,0
3093,M17952,M,300,309,2293,16,170,0,0,0,0,0,0
3094,L50273,L,300,309,1397,51,173,0,0,0,0,0,0
3095,L50274,L,300,309,1972,22,175,0,0,0,0,0,0
3096,M17955,M,300,309,1574,37,177,0,0,0,0,0,0
3097,L50276,L,300,309,1560,39,180,0,0,0,0,0,0
3098,M17957,M,300,309,1353,50,182,0,0,0,0,0,0
3099,M17958,M,300,309,1389,51,185,0,0,0,0,0,0
3100,M17959,M,300,309,1513,44,188,0,0,0,0,0,0
3101,L50280,L,300,309,1578,42,191,0,0,0,0,0,0
3102,H32515,H,300,309,1467,37,193,0,0,0,0,0,0
3103,L50282,L,300,309,1412,48,198,0,0,0,0,0,0
3104,L50283,L,300,309,1668,30,200,0,0,0,0,0,0
3105,M17964,M,300,309,1678,30,202,0,0,0,0,0,0
3106,L50285,L,300,309,1612,35,205,0,0,0,0,0,0
3107,L50286,L,300,309,1485,40,207,0,0,0,0,0,0
3108,M17967,M,300,309,1456,39,209,0,0,0,0,0,0
3109,L50288,L,300,309,1504,39,212,0,0,0,0,0,0
3110,L50289,L,300,309,1491,44,214,0,0,0,0,0,0
3111,H32524,H,300,309,1525,33,0,0,0,0,0,0,0
3112,L50291,L,300,309,1759,28,5,0,0,0,0,0,0
3113,M17972,M,300,309,1355,57,7,0,0,0,0,0,0
3114,M17973,M,300,309,1345,57,10,0,0,0,0,0,0
3115,M17974,M,300,309,1683,31,13,0,0,0,0,0,0
3116,L50295,L,300,309,1658,35,16,0,0,0,0,0,0
3117,L50296,L,300,309,1566,34,18,0,0,0,0,0,0
3118,M17977,M,300,309,1469,44,20,0,0,0,0,0,0
3119,M17978,M,300,310,1458,47,23,0,0,0,0,0,0
3120,L50299,L,300,309,1858,24,26,0,0,0,0,0,0
3121,H32534,H,300,309,1563,41,28,0,0,0,0,0,0
3122,L50301,L,300,309,2141,18,33,0,0,0,0,0,0
3123,L50302,L,300,309,1473,46,35,0,0,0,0,0,0
3124,H32537,H,300,309,1498,39,37,0,0,0,0,0,0
3125,L50304,L,300,309,1568,40,42,0,0,0,0,0,0
3126,L50305,L,300,309,1694,27,44,0,0,0,0,0,0
3127,L50306,L,300,309,1499,36,46,0,0,0,0,0,0
3128,L50307,L,300,310,1717,28,48,0,0,0,0,0,0
3129,M17988,M,300,310,1462,43,50,0,0,0,0,0,0
3130,L50309,L,300,310,1642,35,53,0,0,0,0,0,0
3131,L50310,L,300,310,1760,25,55,0,0,0,0,0,0
3132,L50311,L,300,310,1660,33,57,0,0,0,0,0,0
3133,L50312,L,300,310,1557,41,59,0,0,0,0,0,0
3134,H32547,H,300,310,1442,49,61,0,0,0,0,0,0
3135,L50314,L,300,310,1359,52,66,0,0,0,0,0,0
3136,L50315,L,300,310,1342,53,68,0,0,0,0,0,0
3137,L50316,L,300,310,1435,55,70,0,0,0,0,0,0
3138,L50317,L,300,310,1567,37,72,0,0,0,0,0,0
3139,L50318,L,300,310,1376,44,74,0,0,0,0,0,0
3140,H32553,H,300,310,1513,39,76,0,0,0,0,0,0
3141,H32554,H,300,310,2563,13,81,1,0,0,1,0,0
3142,L50321,L,301,310,1521,45,86,0,0,0,0,0,0
3143,L50322,L,301,310,1658,35,88,0,0,0,0,0,0
3144,H32557,H,301,310,1419,42,90,0,0,0,0,0,0
3145,M18004,M,301,310,1478,36,95,0,0,0,0,0,0
3146,M18005,M,301,310,1415,44,98,0,0,0,0,0,0
3147,M18006,M,301,310,1780,27,101,0,0,0,0,0,0
3148,M18007,M,300,310,1440,43,104,0,0,0,0,0,0
3149,H32562,H,300,310,1448,40,107,0,0,0,0,0,0
3150,H32563,H,300,310,1500,35,112,0,0,0,0,0,0
3151,L50330,L,300,310,1513,33,117,0,0,0,0,0,0
3152,L50331,L,301,310,1428,44,119,0,0,0,0,0,0
3153,M18012,M,301,310,1473,42,121,0,0,0,0,0,0
3154,M18013,M,301,310,1483,49,124,0,0,0,0,0,0
3155,L50334,L,300,310,1534,43,127,0,0,0,0,0,0
3156,L50335,L,301,310,1367,54,129,0,0,0,0,0,0
3157,L50336,L,300,310,1467,37,131,0,0,0,0,0,0
3158,M18017,M,300,310,1488,42,133,0,0,0,0,0,0
3159,L50338,L,300,310,1679,30,136,0,0,0,0,0,0
3160,H32573,H,300,310,1409,48,138,0,0,0,0,0,0
3161,M18020,M,300,310,1367,51,143,0,0,0,0,0,0
3162,L50341,L,300,310,1314,63,146,0,0,0,0,0,0
3163,L50342,L,301,310,1480,40,148,0,0,0,0,0,0
3164,L50343,L,300,310,1549,39,150,0,0,0,0,0,0
3165,L50344,L,300,310,1685,31,152,0,0,0,0,0,0
3166,L50345,L,300,310,1536,35,154,0,0,0,0,0,0
3167,M18026,M,300,310,1539,38,156,0,0,0,0,0,0
3168,L50347,L,300,310,1384,45,159,0,0,0,0,0,0
3169,M18028,M,300,310,1614,30,161,0,0,0,0,0,0
3170,M18029,M,300,310,1675,36,164,0,0,0,0,0,0
3171,M18030,M,300,310,1685,32,167,0,0,0,0,0,0
3172,L50351,L,300,310,1386,57,170,0,0,0,0,0,0
3173,M18032,M,300,310,1488,41,172,0,0,0,0,0,0
3174,L50353,L,300,310,1624,33,175,0,0,0,0,0,0
3175,L50354,L,300,310,1600,35,177,0,0,0,0,0,0
3176,L50355,L,300,310,1468,45,179,0,0,0,0,0,0
3177,L50356,L,300,310,1435,45,181,0,0,0,0,0,0
3178,M18037,M,300,310,1564,33,183,0,0,0,0,0,0
3179,M18038,M,300,309,1329,54,186,0,0,0,0,0,0
3180,L50359,L,300,309,1570,37,189,0,0,0,0,0,0
3181,M18040,M,300,309,1433,49,191,0,0,0,0,0,0
3182,L50361,L,300,309,1527,37,194,0,0,0,0,0,0
3183,M18042,M,300,309,1443,50,196,0,0,0,0,0,0
3184,L50363,L,300,309,1616,32,199,0,0,0,0,0,0
3185,L50364,L,300,309,1654,31,201,0,0,0,0,0,0
3186,L50365,L,300,309,1685,27,203,0,0,0,0,0,0
3187,M18046,M,300,309,1456,49,205,0,0,0,0,0,0
3188,M18047,M,300,309,1752,28,208,0,0,0,0,0,0
3189,M18048,M,300,309,1438,51,211,0,0,0,0,0,0
3190,L50369,L,300,309,1551,34,214,0,0,0,0,0,0
3191,L50370,L,300,309,1599,30,216,0,0,0,0,0,0
3192,M18051,M,300,309,1732,34,218,0,0,0,0,0,0
3193,M18052,M,300,309,1418,40,221,0,0,0,0,0,0
3194,L50373,L,300,309,1401,45,0,0,0,0,0,0,0
3195,L50374,L,300,309,1454,52,2,0,0,0,0,0,0
3196,M18055,M,300,309,1635,32,4,0,0,0,0,0,0
3197,L50376,L,300,309,1489,40,7,0,0,0,0,0,0
3198,L50377,L,300,309,1465,41,9,0,0,0,0,0,0
3199,M18058,M,300,309,1463,46,11,0,0,0,0,0,0
3200,H32613,H,300,309,1560,35,14,0,0,0,0,0,0
3201,M18060,M,300,309,1454,44,19,0,0,0,0,0,0
3202,L50381,L,300,309,1479,47,22,0,0,0,0,0,0
3203,L50382,L,300,309,1430,43,24,0,0,0,0,0,0
3204,M18063,M,300,309,1533,38,26,0,0,0,0,0,0
3205,L50384,L,300,309,1404,55,29,0,0,0,0,0,0
3206,M18065,M,300,309,1548,38,31,0,0,0,0,0,0
3207,M18066,M,300,309,1612,33,34,0,0,0,0,0,0
3208,M18067,M,300,309,1642,31,37,0,0,0,0,0,0
3209,M18068,M,300,309,1406,42,40,0,0,0,0,0,0
3210,L50389,L,300,309,1587,31,43,0,0,0,0,0,0
3211,M18070,M,300,309,1364,48,45,0,0,0,0,0,0
3212,L50391,L,300,309,1462,51,48,0,0,0,0,0,0
3213,L50392,L,300,309,1649,32,50,0,0,0,0,0,0
3214,L50393,L,300,309,1752,29,52,0,0,0,0,0,0
3215,H32628,H,300,309,1396,51,54,0,0,0,0,0,0
3216,M18075,M,301,309,2179,16,59,0,0,0,0,0,0
3217,L50396,L,301,310,1653,28,62,0,0,0,0,0,0
3218,L50397,L,301,310,2025,21,64,0,0,0,0,0,0
3219,L50398,L,301,310,1426,54,66,0,0,0,0,0,0
3220,M18079,M,301,310,1503,38,68,0,0,0,0,0,0
3221,M18080,M,301,310,1525,37,71,0,0,0,0,0,0
3222,L50401,L,301,310,1423,49,74,0,0,0,0,0,0
3223,M18082,M,301,310,1435,45,76,0,0,0,0,0,0
3224,H32637,H,301,310,1495,37,79,0,0,0,0,0,0
3225,M18084,M,301,310,1557,34,84,0,0,0,0,0,0
3226,L50405,L,301,309,1474,41,87,0,0,0,0,0,0
3227,L50406,L,301,309,1465,46,89,0,0,0,0,0,0
3228,M18087,M,301,309,1589,35,91,0,0,0,0,0,0
3229,L50408,L,301,309,1475,47,94,0,0,0,0,0,0
3230,L50409,L,301,309,1442,43,96,0,0,0,0,0,0
3231,L50410,L,301,309,1556,36,98,0,0,0,0,0,0
3232,L50411,L,301,309,1425,45,100,0,0,0,0,0,0
3233,L50412,L,301,309,1580,38,102,0,0,0,0,0,0
3234,H32647,H,301,309,1474,41,104,0,0,0,0,0,0
3235,L50414,L,301,309,1489,38,109,0,0,0,0,0,0
3236,L50415,L,301,309,1946,21,111,0,0,0,0,0,0
3237,M18096,M,301,309,1342,62,113,1,0,1,0,0,0
3238,M18097,M,301,310,1758,27,116,0,0,0,0,0,0
3239,M18098,M,301,309,1724,26,119,0,0,0,0,0,0
3240,L50419,L,301,310,1430,49,122,0,0,0,0,0,0
3241,L50420,L,301,310,1612,35,124,0,0,0,0,0,0
3242,H32655,H,301,310,1469,43,126,0,0,0,0,0,0
3243,L50422,L,301,310,1384,42,131,0,0,0,0,0,0
3244,L50423,L,301,310,1724,28,133,0,0,0,0,0,0
3245,M18104,M,301,310,1397,48,135,0,0,0,0,0,0
3246,M18105,M,301,310,1588,33,138,0,0,0,0,0,0
3247,L50426,L,301,310,1468,42,141,0,0,0,0,0,0
3248,M18107,M,301,310,1594,31,143,0,0,0,0,0,0
3249,M18108,M,301,310,1511,39,146,0,0,0,0,0,0
3250,L50429,L,301,310,1493,39,149,0,0,0,0,0,0
3251,H32664,H,301,310,1709,27,151,0,0,0,0,0,0
3252,L50431,L,301,310,1501,36,156,0,0,0,0,0,0
3253,L50432,L,301,310,1668,31,158,0,0,0,0,0,0
3254,L50433,L,301,310,1502,49,160,0,0,0,0,0,0
3255,M18114,M,301,310,1288,58,162,0,0,0,0,0,0
3256,L50435,L,301,310,1491,43,165,0,0,0,0,0,0
3257,L50436,L,301,310,1519,40,167,0,0,0,0,0,0
3258,L50437,L,301,310,1984,20,169,0,0,0,0,0,0
3259,L50438,L,301,310,1643,33,171,0,0,0,0,0,0
3260,M18119,M,301,310,1625,32,173,0,0,0,0,0,0
3261,M18120,M,301,310,2068,18,176,0,0,0,0,0,0
3262,H32675,H,301,310,1469,40,179,0,0,0,0,0,0
3263,L50442,L,301,310,1558,36,184,0,0,0,0,0,0
3264,L50443,L,301,310,1344,55,186,0,0,0,0,0,0
3265,H32678,H,301,310,1455,44,188,0,0,0,0,0,0
3266,L50445,L,301,310,1355,54,193,0,0,0,0,0,0
3267,L50446,L,301,310,1269,57,195,1,0,0,0,1,0
3268,L50447,L,301,310,1550,42,197,0,0,0,0,0,0
3269,M18128,M,301,310,1525,38,199,0,0,0,0,0,0
3270,M18129,M,301,310,1696,32,202,0,0,0,0,0,0
3271,L50450,L,301,310,1937,22,205,0,0,0,0,0,0
3272,M18131,M,301,310,1689,32,207,0,0,0,0,0,0
3273,M18132,M,301,310,1593,31,210,0,0,0,0,0,0
3274,M18133,M,301,310,1565,36,213,0,0,0,0,0,0
3275,L50454,L,301,310,1665,31,0,0,0,0,0,0,0
3276,H32689,H,301,310,1532,36,2,0,0,0,0,0,0
3277,L50456,L,301,310,1438,41,7,0,0,0,0,0,0
3278,L50457,L,301,310,1531,42,9,0,0,0,0,0,0
3279,L50458,L,301,310,1506,41,11,0,0,0,0,0,0
3280,L50459,L,301,310,1382,52,13,0,0,0,0,0,0
3281,M18140,M,301,310,1456,51,15,0,0,0,0,0,0
3282,M18141,M,301,310,1445,46,18,0,0,0,0,0,0
3283,L50462,L,301,310,1515,41,21,0,0,0,0,0,0
3284,L50463,L,301,310,1449,46,23,0,0,0,0,0,0
3285,H32698,H,301,310,1362,51,25,0,0,0,0,0,0
3286,L50465,L,301,310,1687,30,30,0,0,0,0,0,0
3287,L50466,L,301,310,1618,38,32,0,0,0,0,0,0
3288,M18147,M,301,310,1558,33,34,0,0,0,0,0,0
3289,L50468,L,301,310,1662,31,37,0,0,0,0,0,0
3290,M18149,M,301,310,1295,57,39,0,0,0,0,0,0
3291,L50470,L,301,310,1385,42,42,0,0,0,0,0,0
3292,M18151,M,301,310,1479,46,44,0,0,0,0,0,0
3293,L50472,L,301,310,1400,44,47,0,0,0,0,0,0
3294,M18153,M,301,310,1357,55,49,0,0,0,0,0,0
3295,L50474,L,301,310,1657,34,52,0,0,0,0,0,0
3296,L50475,L,301,310,1496,43,54,0,0,0,0,0,0
3297,M18156,M,301,310,1379,43,56,0,0,0,0,0,0
3298,L50477,L,301,310,1548,39,59,0,0,0,0,0,0
3299,L50478,L,301,310,1499,38,61,0,0,0,0,0,0
3300,L50479,L,301,311,1390,46,63,0,0,0,0,0,0
3301,H32714,H,301,310,1538,38,65,0,0,0,0,0,0
3302,L50481,L,301,311,1365,48,70,0,0,0,0,0,0
3303,L50482,L,301,311,1503,49,72,0,0,0,0,0,0
3304,L50483,L,301,310,1390,50,74,0,0,0,0,0,0
